step_id,type,title,description,playbook
3368,ACTION,Reset macfilter radius compatibility to default,"For environments without macfilters, reset the macfilter radius compatibility mode to the default value.",EU_CERT_2022-027_playbook-2022-027.json
3369,ACTION,Modify macfilter compatibility for environments with macfilters,"For environments with macfilters, modify the macfilter compatibility to either cisco or free.",EU_CERT_2022-027_playbook-2022-027.json
3370,ACTION,Identify Affected Struts Version,Check if the installed Apache Struts version is between 2.0.0 and 2.5.29.,EU_CERT_2022-028_playbook-2022-028.json
3371,ACTION,Upgrade Apache Struts,Upgrade to Apache Struts version 2.5.30 or greater to mitigate the vulnerability.,EU_CERT_2022-028_playbook-2022-028.json
3372,ACTION,Avoid Forced OGNL Evaluation,Avoid using forced OGNL evaluation in the tag's attributes based on untrusted/unvalidated user input.,EU_CERT_2022-028_playbook-2022-028.json
3373,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by retrieving the installed version of Oracle Java SE or Oracle GraalVM Enterprise Edition.,EU_CERT_2022-029_playbook-2022-029.json
3374,ACTION,Apply Latest Oracle Critical Patch Update,Apply the latest fixes from the Oracle Critical Patch Update Advisory - April 2022 to mitigate the vulnerability.,EU_CERT_2022-029_playbook-2022-029.json
3375,ACTION,Block Network Protocols Required by Attack,Reduce the risk of successful attack by blocking network protocols required by the attack. Test changes on non-production systems to avoid breaking application functionality.,EU_CERT_2022-029_playbook-2022-029.json
3376,ACTION,Remove Unnecessary Privileges or Package Access,"For attacks requiring certain privileges or access to certain packages, remove these from users who do not need them. Test changes on non-production systems to avoid breaking application functionality.",EU_CERT_2022-029_playbook-2022-029.json
3377,ACTION,Identify Affected System and Version,Check if the Cisco Umbrella Virtual Appliance is affected by the vulnerability by retrieving the installed software version.,EU_CERT_2022-030_playbook-2022-030.json
3378,ACTION,Migrate to a Fixed Release,Migrate Cisco Umbrella Virtual Appliance 3.2 and earlier to a fixed release to address the vulnerability.,EU_CERT_2022-030_playbook-2022-030.json
3379,ACTION,Update to Version 3.3.2,Update Cisco Umbrella Virtual Appliance 3.3 to version 3.3.2 to address the vulnerability.,EU_CERT_2022-030_playbook-2022-030.json
3380,ACTION,Identify Affected System and Version,Check if the system is affected by CVE-2022-1388 by verifying the installed BIG-IP version.,EU_CERT_2022-032_playbook-2022-032.json
3381,ACTION,Apply Security Patch,Apply the security patch for CVE-2022-1388 by updating to the fixed version.,EU_CERT_2022-032_playbook-2022-032.json
3382,ACTION,Block iControl REST Access via Self IP,Implement a temporary workaround by blocking iControl REST access through the self IP address.,EU_CERT_2022-032_playbook-2022-032.json
3383,ACTION,Block iControl REST Access via Management Interface,Implement a temporary workaround by blocking iControl REST access through the management interface.,EU_CERT_2022-032_playbook-2022-032.json
3384,ACTION,Modify BIG-IP httpd Configuration,Implement a temporary workaround by modifying the BIG-IP httpd configuration.,EU_CERT_2022-032_playbook-2022-032.json
3385,ACTION,Check for Unauthorized Actions,Check for any unauthorized actions in the logs located at /var/log/audit and /var/log/restjavad-audit.0.log.,EU_CERT_2022-032_playbook-2022-032.json
3386,ACTION,Rebuild BIG-IP Devices,Rebuild the BIG-IP devices from scratch and change the internal certificates and passwords in case of a confirmed compromise.,EU_CERT_2022-032_playbook-2022-032.json
3387,ACTION,Identify SHIR Version,Check the version of Self-hosted Integration Runtimes (SHIRs) to determine if it is less than 5.17.8154.2.,EU_CERT_2022-033_playbook-2022-033.json
3388,ACTION,Update SHIR to Latest Version,Update the Self-hosted Integration Runtimes (SHIRs) to version 5.17.8154.2 to mitigate the vulnerability.,EU_CERT_2022-033_playbook-2022-033.json
3389,ACTION,Configure Synapse Workspaces with Managed Virtual Network,Configure Synapse workspaces with a Managed Virtual Network for better compute and network isolation.,EU_CERT_2022-033_playbook-2022-033.json
3390,ACTION,Install Security Updates on Client Windows Devices and Non-Domain Controller Windows Servers,Apply the latest security updates provided by Microsoft to client Windows devices and non-Domain Controller Windows Servers to mitigate vulnerabilities.,EU_CERT_2022-034_playbook-2022-034.json
3391,ACTION,Manually Map Certificates to Machine Account in Active Directory,"If the patch has been applied to Windows Server Domain Controllers, manually map the certificates to a machine account in Active Directory to address authentication issues until an official update is released.",EU_CERT_2022-034_playbook-2022-034.json
3392,ACTION,Install Out-of-Band Updates on Domain Controllers,Apply the out-of-band updates released by Microsoft on May 19 to resolve authentication issues on Domain Controllers.,EU_CERT_2022-034_playbook-2022-034.json
3393,ACTION,Remove Workarounds or Mitigations for Authentication Issues,"If any workarounds or mitigations were applied to address authentication issues on Domain Controllers, remove them as they are no longer needed after the out-of-band updates.",EU_CERT_2022-034_playbook-2022-034.json
3394,ACTION,Review PetitPotam NTLM Relay Advisory for CVE-2022-26925,Read the PetitPotam NTLM relay advisory to understand and implement mitigations for CVE-2022-26925.,EU_CERT_2022-034_playbook-2022-034.json
3395,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by retrieving the installed firmware version and configurations.,EU_CERT_2022-035_playbook-2022-035.json
3396,ACTION,Enable Automatic Firmware Update,Enable automatic firmware update to apply the vendor patch and mitigate the vulnerability.,EU_CERT_2022-035_playbook-2022-035.json
3397,ACTION,Identify Affected System and Version,Check if the Splunk Enterprise system is running a version before 8.1.2 and if Splunkweb is enabled.,EU_CERT_2022-037_playbook-2022-037.json
3398,ACTION,Upgrade Splunk Enterprise,Upgrade Splunk Enterprise to version 8.1.2 or later to mitigate the vulnerability.,EU_CERT_2022-037_playbook-2022-037.json
3399,ACTION,Disable Splunkweb,Disable Splunkweb to mitigate the vulnerability. Refer to Securing Splunk Enterprise and Splunk Enterprise administration manuals for detailed instructions.,EU_CERT_2022-037_playbook-2022-037.json
3400,ACTION,Identify Affected Zoom Products and Versions,Check if the Zoom products are affected by retrieving the installed version of Zoom Client for Meetings and Zoom Rooms for Conference Room.,EU_CERT_2022-038_playbook-2022-038.json
3401,ACTION,Update Zoom Products,Apply the latest updates to Zoom Client for Meetings and Zoom Rooms for Conference Room to at least version 5.10.0 to mitigate the vulnerabilities.,EU_CERT_2022-038_playbook-2022-038.json
3402,ACTION,Install June 2022 Cumulative Windows Updates,Apply the latest updates provided with the June 2022 cumulative Windows Updates to mitigate vulnerabilities.,EU_CERT_2022-039_playbook-2022-039.json
3403,ACTION,Enable Protected View,Enable 'Protected View' in Microsoft Office applications to enhance security.,EU_CERT_2022-039_playbook-2022-039.json
3404,ACTION,Disable Preview Mode,Disable 'Preview Mode' in Microsoft Office applications to prevent potential exploitation.,EU_CERT_2022-039_playbook-2022-039.json
3405,ACTION,Monitor for Suspicious Behavior in Microsoft Office,"Monitor for suspicious behaviors in Microsoft Office products. Ensure that 'msdt.exe' is not spawned by Office products like 'words.exe', 'outlook.exe', and 'excel.exe'.",EU_CERT_2022-039_playbook-2022-039.json
3406,ACTION,Remove ms-msdt Handler from Registry,Remove the 'ms-msdt' handler from the Windows Registry as a temporary workaround.,EU_CERT_2022-039_playbook-2022-039.json
3407,ACTION,Delete search-ms Protocol Handler from Registry,Delete the 'search-ms' protocol handler from the Windows Registry as a temporary workaround.,EU_CERT_2022-039_playbook-2022-039.json
3408,ACTION,Enable Attack Surface Reduction Features,Use Attack Surface Reduction features to prevent Office applications from spawning child processes. Be aware that this may block some legitimate applications.,EU_CERT_2022-039_playbook-2022-039.json
3409,ACTION,Identify Affected Confluence Version,Determine if the Confluence Server or Data Center version is affected by checking the installed version against the fixed versions.,EU_CERT_2022-040_playbook-2022-040.json
3410,ACTION,Upgrade to Latest Confluence Version,Install the latest version of Confluence Server or Data Center to address the vulnerability.,EU_CERT_2022-040_playbook-2022-040.json
3411,ACTION,Scan for Indicators of Compromise (IOCs),Scan Confluence servers for IOCs published by Volexity researchers and any other suspicious behavior.,EU_CERT_2022-040_playbook-2022-040.json
3412,ACTION,Apply Atlassian Workarounds,Apply the recommended workarounds for Confluence versions 7.15.0 to 7.18.0 and 7.0.0 to 7.14.2 if upgrading is not possible.,EU_CERT_2022-040_playbook-2022-040.json
3413,ACTION,Monitor for Other Security Flaws,Be aware that the mitigation does not cover other security flaws fixed in the update. Continue monitoring for any additional vulnerabilities.,EU_CERT_2022-040_playbook-2022-040.json
3414,ACTION,Identify Affected GitLab Version,Check if the GitLab server is running a vulnerable version by verifying the installed version against the affected version ranges.,EU_CERT_2022-041_playbook-2022-041.json
3415,ACTION,Update GitLab to the Latest Version,Update the GitLab server to the latest version to mitigate the vulnerability.,EU_CERT_2022-041_playbook-2022-041.json
3416,ACTION,Enforce Multi-Factor Authentication (MFA),Enable and enforce multi-factor authentication (MFA) for all users to enhance security.,EU_CERT_2022-041_playbook-2022-041.json
3417,ACTION,Identify Affected System and Version,Check if the system is affected by the vulnerability by verifying if NFS is enabled and identifying the Windows Server version.,EU_CERT_2022-042_playbook-2022-042.json
3418,ACTION,Apply Microsoft Patches,Apply the patches provided by Microsoft to address the vulnerability.,EU_CERT_2022-042_playbook-2022-042.json
3419,ACTION,Disable NFS version 4.1,"Disable NFS version 4.1 to mitigate the vulnerability, as NFS versions 2.0 and 3.0 are not affected.",EU_CERT_2022-042_playbook-2022-042.json
3420,ACTION,Apply Citrix ADM Patches,Apply the patches provided by Citrix to mitigate the vulnerability in Citrix ADM versions 13.0 before 13.0-85.19 and 13.1 before 13.1-21.53.,EU_CERT_2022-043_playbook-2022-043.json
3421,ACTION,Segment Network Traffic,"Segment network traffic to the Citrix ADM’s IP address, either physically or logically, from standard network traffic as a mitigation measure.",EU_CERT_2022-043_playbook-2022-043.json
3422,ACTION,Mitigate NTLM Relay Attacks on AD CS,Implement measures to mitigate NTLM Relay Attacks on Active Directory Certificate Services (AD CS).,EU_CERT_2022-044_playbook-2022-044.json
3423,ACTION,Implement Extended Protection for Authentication,"Use Extended Protection for Authentication combined with signing features, such as SMB signing, to protect Windows credentials.",EU_CERT_2022-044_playbook-2022-044.json
3424,ACTION,Use Windows RPC Filters or RPC Firewall,Utilize Windows' built-in RPC Filters or RPC Firewall to prevent servers from being coerced via the MS-DFSNM protocol.,EU_CERT_2022-044_playbook-2022-044.json
3425,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by retrieving the installed version of TheHive or Cortex.,EU_CERT_2022-045_playbook-2022-045.json
3426,ACTION,Update to Latest Version,Update TheHive or Cortex to the latest version to patch the vulnerability.,EU_CERT_2022-045_playbook-2022-045.json
3427,ACTION,Disable Active Directory Authentication Module,Disable the Active Directory authentication module to prevent the vulnerability exploitation if updating is not possible.,EU_CERT_2022-045_playbook-2022-045.json
3428,ACTION,Identify Affected System and Version,"Check if the system is running one of the affected QNAP operating system versions: QTS 5.0.x and later, QTS 4.5.x and later, QuTS hero h5.0.x and later, QuTS hero h4.5.x and later, QuTScloud c5.0.x and later.",EU_CERT_2022-046_playbook-2022-046.json
3429,ACTION,Update Affected QNAP Products,Follow QNAP's provided advice to update the affected products to the latest version to mitigate the vulnerability.,EU_CERT_2022-046_playbook-2022-046.json
3430,ACTION,Identify Affected Jira Version,Determine if the installed version of Jira or Jira Service Management is affected by the vulnerability by checking the version number.,EU_CERT_2022-047_playbook-2022-047.json
3431,ACTION,Upgrade to Fixed Version,Upgrade Jira or Jira Service Management to a fixed version to remediate the vulnerability.,EU_CERT_2022-047_playbook-2022-047.json
